file_number,category,doc_type,order_date,fsa,url,extraction_method,all_amounts_found,fee_amounts_found,primary_amount,amount_type,matched_context,notes
LTB-L-003083-26,L1,Order,2026-03-10,N3B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000v3W4AIAU/LTB-L-003083-26 U-HR.pdf,text,"[750.74, 24.68, 750.74, 3753.7, 186.0, 3939.7, 3238.32, 24.68, 3753.7, 186.0, 3939.7, 3052.32, 186.0, 3238.32, 50000.0, 24.68]","[3753.7, 186.0, 3939.7, 3052.32]",3238.32,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$3,238.32<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-088103-25,L1,Order,2026-04-14,M3A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xIkvFIAS/LTB-L-088103-25 C-HR.pdf,text,"[4713.35, 1269.86, 3416.85, 200.0, 216.85]",[],3416.85,stated_total,"y to the Landlord the amount set out in paragraph 1 less April’s rent  which is >>>$3,416.85<<< in accordance with the following schedule:   a) The Tenants shall pay $200.00 t","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-L-106633-25,L1,Order,2026-03-03,L5B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uuI5JIAU/LTB-L-106633-25 C-HR.pdf,text,"[7236.0, 186.0, 2350.0, 2350.0, 2350.0]",[],7236.0,arrears,"It is ordered on consent that:  1. The Tenants shall pay to the Landlord >>>$7,236.00<<< for arrears of rent up to February 28,  2026, and costs.  2. The Tenants shall",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-104064-25,L1,Order,2026-02-24,L5A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uUva8IAC/L1 Payment Plan Consent (Order)_SD-1673454_LTBL10406425 - DRO CAMPBELL DHM STAMPED.pdf,text,"[2080.38, 400.0, 400.0, 80.38]",[],2080.38,arrears,"It is ordered on consent that:  1. The Tenants shall pay to the Landlord >>>$2,080.38<<< for arrears of rent up to February 28,  2026 and costs.  2. The Tenants shall p",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-012586-26,L1,Order,2026-05-06,P5A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000z06ARIAY/LTB-L-012586-26-HR.pdf,text,"[922.84, 30.34, 922.84, 3675.22, 186.0, 922.84, 6.0, 4784.06, 2707.36, 30.34, 4598.06, 186.0, 4784.06, 3450.2, 186.0, 922.84, 6.0, 2707.36, 50000.0, 30.34]","[4598.06, 186.0, 4784.06, 3450.2, 186.0, 922.84]",2707.36,arrears,"5. If the Tenants do not void the order, the Tenants shall pay to the Landlord >>>$2,707.36<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093934-25,L1,Order,2026-02-03,M2R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tL4lkIAC/LTB-L-093934-25 -HR.pdf,text,"[1177.66, 2109.62, 69.36, 2109.62, 5405.65, 1923.62, 186.0, 1969.77, 3.17, 4219.24, 30.86, 69.36, 9438.89, 186.0, 5405.65, 4219.24, 7161.73, 186.0, 5405.65, 1969.77, 3.17, 50000.0, 69.36]","[30.86, 9438.89, 186.0, 7161.73, 186.0]",4219.24,arrears,"tion was filed  - $5,405.65  Total the Tenant must pay to continue the tenancy  >>>$4,219.24<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-010896-26,L1,Order,2026-04-22,N5A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000y2eLUIAY/LTB-L-010896-26.pdf,text,"[1112.69, 36.58, 1112.69, 3390.0, 992.12, 186.0, 1087.23, 6.57, 1178.12, 479.67, 36.58, 4382.12, 186.0, 3390.0, 1178.12, 3818.13, 186.0, 3390.0, 1087.23, 6.57, 50000.0, 36.58]","[479.67, 4382.12, 186.0, 3818.13, 186.0]",3390.0,arrears,"as follows: $1,112.69 x 12 months, divided by 365 days.  3) The Tenant has paid >>>$3,390.00<<< to the Landlord since the application was filed.  4) The rent arrears owing to","no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-003563-26,L1,Amended Order,2026-05-22,L4M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010I7XBIA0/LTB-L-003563-26-AM.pdf,text,"[800.0, 26.3, 800.0, 1632.0, 2052.0, 2052.0, 2052.0, 186.0, 800.0, 3038.0, 1111.4, 26.3, 4548.0, 4484.0, 186.0, 1632.0, 3038.0, 3357.4, 186.0, 1632.0, 800.0, 1111.4, 50000.0, 26.3]","[4548.0, 4484.0, 186.0, 3357.4, 186.0]",3038.0,arrears,"tion was filed  - $1,632.00  Total the Tenant must pay to continue the tenancy  >>>$3,038.00<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080753-25,L1,Order,2026-01-06,L5L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000r1sFxIAI/LTB-L-080753-25-HR.pdf,text,"[1656.85, 276.14, 276.14, 276.14, 276.14, 276.14, 276.14]",[],1656.85,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$1,656.85<<< for arrears of rent up to December 31,  2025, and costs.  2. The Tenant shall p",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-087688-25,L1,Order,2026-01-29,L1J,"https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sOAC2IAO/LTB-L-087688-25_January 29, 2026.pdf",text,"[1591.67, 1405.67, 186.0]",[186.0],1591.67,arrears,"It is ordered on consent that:  1. The Tenants shall pay to the Landlord >>>$1,591.67<<<. This amount represents $1,405.67 for  arrears of rent up to January 31, 2026,",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-003419-26,L1,Order,2026-04-02,K7K,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wwdCWIAY/LTB-L-003419-26-HR - April 2 2026.doc.pdf,text,"[3500.0, 115.07, 3500.0, 20000.0, 186.0, 23686.0, 20186.0, 115.07, 23500.0, 186.0, 23686.0, 20000.0, 186.0, 20186.0, 50000.0, 115.07]","[23500.0, 186.0, 23686.0, 20000.0]",20186.0,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$20,186.00<<<.  This amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-087019-25,L1,Order,2026-01-23,L8K,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sN7RmIAK/LTB-L-087019-25.pdf,text,"[1198.84, 39.41, 1198.84, 8882.3, 186.0, 1100.0, 9068.3, 8882.3, 186.0, 280.0, 368.3]","[9068.3, 8882.3, 186.0]",1198.84,stated_total,", the Tenant was still in possession of the rental unit.  2. The lawful rent is >>>$1,198.84<<<. It is due on the 1st day of each month.  3. Based on the Monthly rent, the dai","no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-L-018118-26,L1,Order,2026-05-28,L1J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010gLE1IAM/LTB-L-018118-26-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-022802-26,L1,ExParte Order,2026-05-27,K1J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010d9XcIAI/LTB-L-022802-26 -EX signed.pdf,ocr,[],[],,,,no dollar amount found
LTB-L-008893-26,L1,Order,2026-04-21,L4T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yGH0sIAG/LTB-L-008893-26_HR.pdf,text,"[2253.97, 74.1, 2253.97, 5141.94, 2159.91, 186.0, 2199.0, 88.63, 2345.91, 4599.88, 1010.09, 74.1, 7301.85, 186.0, 5141.94, 2345.91, 9555.82, 186.0, 5141.94, 4599.88, 6233.48, 186.0, 5141.94, 2199.0, 88.63, 50000.0, 74.1]","[1010.09, 7301.85, 186.0, 9555.82, 186.0, 6233.48, 186.0]",4599.88,arrears,"ril 30, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$4,599.88<<< if the payment is made on or before May 31, 2026. See Schedule 1 for  the calcu",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-086577-25,L1,Order,2026-01-15,M6J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000s9WHiIAM/LTB-L-086577-25 -HR.pdf,text,"[3075.0, 101.1, 3075.0, 3700.0, 9225.0, 186.0, 3000.0, 35.04, 9411.0, 12486.0, 3907.56, 101.1, 12925.0, 186.0, 3700.0, 9411.0, 16000.0, 186.0, 3700.0, 12486.0, 10456.6, 186.0, 3700.0, 3000.0, 35.04, 3907.56, 50000.0, 101.1]","[12925.0, 186.0, 16000.0, 186.0, 10456.6, 186.0]",12486.0,arrears,"ion was filed  - $3,700.00  Total the Tenants must pay to continue the tenancy  >>>$12,486.00<<<  C. Amount the Tenants must pay if the tenancy is terminated  Rent Owing To Hea",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-104767-25,L1,Order,2026-03-19,N6H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vdp27IAA/LTB-L-104767-25_Consent - March 19 2026.pdf,text,"[1422.19, 5896.95, 5710.95, 186.0, 5896.95, 5710.95, 186.0, 1422.19, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 274.76]",[],5896.95,arrears,"it is ordered that:    1.  The Tenant shall pay to the Landlord >>>$5,896.95<<< which represents the arrears of rent  ($5,710.95) and costs ($186.00) outstandi",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091983-25,L1,Order,2026-01-20,M9M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sDl3gIAC/LTB-L-091983-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-013159-26,L1,Order,2026-05-15,L6X,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zqaihIAA/LTB-L-013159-26-HR.pdf,text,"[2800.0, 92.05, 2800.0, 13500.0, 186.0, 2800.0, 215.88, 13686.0, 8514.47, 92.05, 13500.0, 186.0, 13686.0, 11344.35, 186.0, 2800.0, 215.88, 8514.47, 50000.0, 92.05]","[13500.0, 186.0, 13686.0, 11344.35, 186.0, 2800.0]",8514.47,arrears,"5. If the Tenants do not void the order, the Tenants shall pay to the Landlord >>>$8,514.47<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-020977-26,L1,Order,2026-05-21,M8V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010CVM5IAO/LTB-L-020977-26.pdf,text,"[2952.0, 97.05, 2952.0, 16090.56, 60.72, 186.0, 2891.28, 79.85, 30975.84, 12075.98, 97.05, 16215.84, 30850.56, 186.0, 60.72, 30975.84, 14921.83, 186.0, 2891.28, 79.85, 60.72, 12075.98, 50000.0, 97.05]","[30850.56, 186.0, 14921.83, 186.0, 2891.28]",2952.0,stated_total,"-L-020977-26      Order Page 2 of 5       Agreed Facts:  1) The current rent is >>>$2,952.00<<<. It is due on the 1st day of each month.  2) Based on the Monthly rent, the dai","no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-L-013931-26,L1,Order,2026-05-11,M3N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zNbOuIAK/LTB-L-013931-26-HR.pdf,text,"[1366.38, 44.92, 1366.38, 4200.0, 1990.73, 186.0, 1366.38, 9.83, 2176.73, 341.26, 44.92, 6190.73, 186.0, 4200.0, 2176.73, 5048.95, 186.0, 4200.0, 1366.38, 9.83, 50000.0, 44.92]","[341.26, 6190.73, 186.0, 5048.95, 186.0]",2176.73,arrears,"tion was filed  - $4,200.00  Total the Tenant must pay to continue the tenancy  >>>$2,176.73<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-015311-26,L1,ExParte Order,2026-05-05,N4W,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zF7W6IAK/LTB-L-015311-26-EX signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-092711-25,L1,Order,2026-03-09,L4T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tHKltIAG/LTB-L-092711-25-HR - February 9 2026.pdf,text,"[1433.9, 47.14, 1433.9, 4482.66, 28.41, 186.0, 28.41, 214.41]",[],214.41,arrears,It is ordered that:  1. The Tenants shall pay to the Landlord >>>$214.41<<< which represents the arrears and the cost  of filing the application.  2. If th,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-002035-26,L1,Order,2026-03-26,N3T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vzt6qIAA/LTB-L-002035-26_Consent - March 26 2026.pdf,text,"[2260.0, 4338.65, 4152.65, 186.0, 240.0, 3378.65]","[4338.65, 4152.65, 186.0, 3378.65]",240.0,other,o the Landlord the amount set out in paragraph 1 of this order as  follows:  a) >>>$240.00<<< per month due on or before the 1st day of each month for a 4-month period  star,"found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-L-015522-26,L1,Order,2026-05-20,K7A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ziVpuIAE/LTB-L-015522-26-HR.pdf,text,"[895.0, 3273.2, 186.0, 3459.2, 3273.2, 186.0, 3459.2]","[3273.2, 186.0, 3459.2]",3459.2,arrears,"e Tenant moved out of the rental unit.  2. The Tenant shall pay to the Landlord >>>$3,459.20<<<. This amount includes rent arrears owing  up to the date the Tenant moved out o",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-084445-25,L1,Order,2026-01-28,N7L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sgaMaIAI/LTB-L-084445-25-HR - January 28 2026.pdf,text,"[1208.66, 6094.6, 186.0, 6280.6, 6094.6, 186.0, 6280.6]","[6094.6, 186.0, 6280.6]",6280.6,arrears,"e Tenant moved out of the rental unit.  2. The Tenant shall pay to the Landlord >>>$6,280.60<<<. This amount includes rent arrears owing  up to the date the Tenant moved out o",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092638-25,L1,Order,2026-01-29,L9S,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000snpGtIAI/LTB-L-092638-25-Consent Order.pdf,text,"[2400.0, 78.9, 2400.0, 186.0, 8806.0, 2400.0, 8806.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 556.0, 78.9]","[186.0, 8806.0, 2400.0]",8806.0,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$8,806.00<<< for arrears of rent up to January 31, 2026,  including the application filing f",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-022575-26,L1,ExParte Order,2026-04-20,M3N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000y9XGjIAM/LTB-L-022575-26-EX signed.pdf,ocr,[],[],,,,no dollar amount found
LTB-L-033659-23,L1,Order,2026-02-20,M5R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uHx0HIAS/LTB-L-033659-23-HR.pdf,text,[30000.0],[],30000.0,arrears,"2025.  Moreover, the outstanding rent arrears were  significant (approximately >>>$30,000<<<) and the member found the tenancy to no longer be  viable.  In the circumstance","no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-013596-26,L1,ExParte Order,2026-03-19,L8L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000w2lJDIAY/LTB-L-013596-26-EX.pdf,ocr,[],[],,,,no dollar amount found
LTB-L-009257-26,L1,Order,2026-04-16,L5K,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xhN7TIAU/LTB-L-009257-26 D-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-089620-25,L1,Order,2026-01-16,L9S,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rtOWIIA2/LTB-L-089620-25 - CERTIFIED.pdf,text,"[2800.0, 10661.5, 186.0, 10847.5, 10661.5, 186.0, 10847.5]","[10661.5, 186.0, 10847.5]",10847.5,arrears,"e Tenant moved out of the rental unit.  2. The Tenant shall pay to the Landlord >>>$10,847.50<<<. This amount includes rent arrears owing  up to the date the Tenant moved out o",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-003326-26,L1,Order,2026-03-25,M4M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000w6f8lIAA/LTB-L-003326-26-HR.pdf,text,"[2533.81, 83.3, 2533.81, 10135.24, 186.0, 2533.81, 11.23, 10321.24, 12855.05, 6741.79, 83.3, 10135.24, 186.0, 10321.24, 12669.05, 186.0, 12855.05, 9100.83, 186.0, 2533.81, 11.23, 6741.79, 50000.0, 83.3]","[10135.24, 186.0, 10321.24, 12669.05, 186.0, 12855.05, 9100.83, 186.0, 2533.81]",12855.05,arrears,"rch 31, 2026. See  Schedule 1 for the calculation of the amount owing.   OR  •  >>>$12,855.05<<< if the payment is made on or before April 5, 2026. See  Schedule 1 for the calc",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-097429-25,L1,Order,2026-02-06,M1P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tGyinIAC/LTB-L-097429-25 U-HR.pdf,text,"[1202.94, 39.55, 1202.94, 3559.34, 186.0, 1202.94, 1.94, 4948.28, 2444.92, 39.55, 4762.28, 186.0, 4948.28, 3463.8, 186.0, 1202.94, 1.94, 2444.92, 50000.0, 39.55]","[4762.28, 186.0, 4948.28, 3463.8, 186.0, 1202.94]",2444.92,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$2,444.92<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-019456-26,L1,Order,2026-05-20,L6S,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zswFKIAY/LTB-L-019456-26_Certified.pdf,text,"[5700.0, 3185.8, 186.0, 2850.0, 22.46, 499.34, 3185.8, 186.0, 2850.0, 22.46, 499.34]","[3185.8, 186.0, 2850.0]",499.34,arrears,e Tenant moved out of the rental unit.  2. The Tenant shall pay to the Landlord >>>$499.34<<<. This amount includes rent arrears owing up  to the date the Tenant moved out o,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-017256-26,L1,ExParte Order,2026-05-05,M2P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zAFXOIA4/LTB-L-017256-26-EX signed.pdf,ocr,[],[],,,,no dollar amount found
LTB-L-096404-25,L1,Order,2026-02-17,K1G,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tz5krIAA/LTB-L-096404-25-HR.pdf,text,"[1278.0, 42.02, 1278.0, 327.0, 10491.0, 186.0, 10677.0, 9609.1, 42.02, 10818.0, 186.0, 327.0, 10677.0, 9750.1, 186.0, 327.0, 9609.1, 50000.0, 42.02]","[10818.0, 186.0, 9750.1, 186.0]",10677.0,arrears,"cation was filed  - $327.00  Total the Tenant must pay to continue the tenancy  >>>$10,677.00<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-086020-25,L1,Order,2026-01-30,P6B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tDC0jIAG/LTB-L-086020-25-HR-signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-080241-25,L1,Order,2026-01-05,L6Y,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000qx1VDIAY/LTB-L-080241-25_HR.pdf,text,"[1653.24, 54.35, 1653.24, 9960.23, 186.0, 1632.13, 39.24, 60.0, 5000.0, 60.0, 5000.0, 11799.47, 7745.57, 54.35, 11613.47, 186.0, 11799.47, 9230.94, 186.0, 1632.13, 39.24, 7745.57, 50000.0, 54.35]","[11613.47, 186.0, 11799.47, 9230.94, 186.0, 1632.13]",7745.57,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$7,745.57<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
